table,cell_id,model,method_or_setting,scope_or_task,metric,paper_value,recomputed_value,absolute_difference,status,aggregation,source_paths,source_fields,notes
tab:rq3_ablation,llama3.1|w/o Locality-KL|unseen100|Valid-Rate,llama3.1,w/o Locality-KL,unseen100,Valid-Rate,0.419,0.419,5.551115123e-17,match,arithmetic mean across four folds,BOUND/results/paper/rq3_ablation/llama3.1/fold_A/wo_locality_kl/rq3_metrics.json;BOUND/results/paper/rq3_ablation/llama3.1/fold_B/wo_locality_kl/rq3_metrics.json;BOUND/results/paper/rq3_ablation/llama3.1/fold_C/wo_locality_kl/rq3_metrics.json;BOUND/results/paper/rq3_ablation/llama3.1/fold_D/wo_locality_kl/rq3_metrics.json,valid_rate,
tab:cost_bound,all|BOUND|mean|Loc. time (s),all,BOUND,mean,Loc. time (s),23.81,23.81,3.552713679e-15,match,arithmetic mean across three models,BOUND/results/paper/paper_raw_data.md,Cost/BOUND/Loc. time (s),numeric inputs are preserved in paper_raw_data.md; per-run log provenance remains incomplete
tab:cost_bound,all|BOUND|mean|Edit time (s),all,BOUND,mean,Edit time (s),83.09,83.08666667,0.003333333333,match,arithmetic mean across three models,BOUND/results/paper/paper_raw_data.md,Cost/BOUND/Edit time (s),numeric inputs are preserved in paper_raw_data.md; per-run log provenance remains incomplete
tab:cost_bound,all|BOUND|mean|Test time (s),all,BOUND,mean,Test time (s),11.3,11.29666667,0.003333333333,match,arithmetic mean across three models,BOUND/results/paper/paper_raw_data.md,Cost/BOUND/Test time (s),numeric inputs are preserved in paper_raw_data.md; per-run log provenance remains incomplete
tab:cost_bound,all|BOUND|mean|Artifact size,all,BOUND,mean,Artifact size,731.03,731.03,1.136868377e-13,match,arithmetic mean across three models,BOUND/results/paper/paper_raw_data.md,Cost/BOUND/Artifact size (KB),unit=KB; numeric inputs are preserved in paper_raw_data.md
tab:cost_bound,all|ROME|mean|Loc. time (s),all,ROME,mean,Loc. time (s),10.19,10.19,0,match,arithmetic mean across three models,BOUND/results/paper/paper_raw_data.md,Cost/ROME/Loc. time (s),numeric inputs are preserved in paper_raw_data.md; per-run log provenance remains incomplete
tab:cost_bound,all|ROME|mean|Edit time (s),all,ROME,mean,Edit time (s),384.45,384.4466667,0.003333333333,match,arithmetic mean across three models,BOUND/results/paper/paper_raw_data.md,Cost/ROME/Edit time (s),numeric inputs are preserved in paper_raw_data.md; per-run log provenance remains incomplete
tab:cost_bound,all|ROME|mean|Test time (s),all,ROME,mean,Test time (s),10.86,10.85666667,0.003333333333,match,arithmetic mean across three models,BOUND/results/paper/paper_raw_data.md,Cost/ROME/Test time (s),numeric inputs are preserved in paper_raw_data.md; per-run log provenance remains incomplete
tab:cost_bound,all|ROME|mean|Artifact size,all,ROME,mean,Artifact size,98.01,98.01,0,match,arithmetic mean across three models,BOUND/results/paper/paper_raw_data.md,Cost/ROME/Artifact size (MB),unit=MB; numeric inputs are preserved in paper_raw_data.md
tab:cost_bound,all|MEMIT|mean|Loc. time (s),all,MEMIT,mean,Loc. time (s),,0,,mismatch,arithmetic mean across three models,BOUND/results/paper/paper_raw_data.md,Cost/MEMIT/Loc. time (s),numeric inputs are preserved in paper_raw_data.md; per-run log provenance remains incomplete
tab:cost_bound,all|MEMIT|mean|Edit time (s),all,MEMIT,mean,Edit time (s),193.06,193.0566667,0.003333333333,match,arithmetic mean across three models,BOUND/results/paper/paper_raw_data.md,Cost/MEMIT/Edit time (s),numeric inputs are preserved in paper_raw_data.md; per-run log provenance remains incomplete
tab:cost_bound,all|MEMIT|mean|Test time (s),all,MEMIT,mean,Test time (s),13.17,13.16666667,0.003333333333,match,arithmetic mean across three models,BOUND/results/paper/paper_raw_data.md,Cost/MEMIT/Test time (s),numeric inputs are preserved in paper_raw_data.md; per-run log provenance remains incomplete
tab:cost_bound,all|MEMIT|mean|Artifact size,all,MEMIT,mean,Artifact size,588.01,588.01,0,match,arithmetic mean across three models,BOUND/results/paper/paper_raw_data.md,Cost/MEMIT/Artifact size (MB),unit=MB; numeric inputs are preserved in paper_raw_data.md
tab:cost_bound,all|DINM|mean|Loc. time (s),all,DINM,mean,Loc. time (s),0.92,0.9233333333,0.003333333333,match,arithmetic mean across three models,BOUND/results/paper/paper_raw_data.md,Cost/DINM/Loc. time (s),numeric inputs are preserved in paper_raw_data.md; per-run log provenance remains incomplete
tab:cost_bound,all|DINM|mean|Edit time (s),all,DINM,mean,Edit time (s),11.97,11.97333333,0.003333333333,match,arithmetic mean across three models,BOUND/results/paper/paper_raw_data.md,Cost/DINM/Edit time (s),numeric inputs are preserved in paper_raw_data.md; per-run log provenance remains incomplete
tab:cost_bound,all|DINM|mean|Test time (s),all,DINM,mean,Test time (s),12.63,12.63,0,match,arithmetic mean across three models,BOUND/results/paper/paper_raw_data.md,Cost/DINM/Test time (s),numeric inputs are preserved in paper_raw_data.md; per-run log provenance remains incomplete
tab:cost_bound,all|DINM|mean|Artifact size,all,DINM,mean,Artifact size,126.68,126.6766667,0.003333333333,match,arithmetic mean across three models,BOUND/results/paper/paper_raw_data.md,Cost/DINM/Artifact size (MB),unit=MB; numeric inputs are preserved in paper_raw_data.md
tab:cost_bound,all|Full-FT|mean|Loc. time (s),all,Full-FT,mean,Loc. time (s),,,,not_applicable,arithmetic mean across three models,BOUND/results/paper/paper_raw_data.md,Cost/Full-FT/Loc. time (s),numeric inputs are preserved in paper_raw_data.md; per-run log provenance remains incomplete
tab:cost_bound,all|Full-FT|mean|Edit time (s),all,Full-FT,mean,Edit time (s),124.16,124.16,1.421085472e-14,match,arithmetic mean across three models,BOUND/results/paper/paper_raw_data.md,Cost/Full-FT/Edit time (s),numeric inputs are preserved in paper_raw_data.md; per-run log provenance remains incomplete
tab:cost_bound,all|Full-FT|mean|Test time (s),all,Full-FT,mean,Test time (s),15.31,15.30666667,0.003333333333,match,arithmetic mean across three models,BOUND/results/paper/paper_raw_data.md,Cost/Full-FT/Test time (s),numeric inputs are preserved in paper_raw_data.md; per-run log provenance remains incomplete
tab:cost_bound,all|Full-FT|mean|Artifact size,all,Full-FT,mean,Artifact size,14.27,14.26666667,0.003333333333,match,arithmetic mean across three models,BOUND/results/paper/paper_raw_data.md,Cost/Full-FT/Artifact size (GB),unit=GB; numeric inputs are preserved in paper_raw_data.md
tab:cost_bound,all|Self-Refinement|mean|Loc. time (s),all,Self-Refinement,mean,Loc. time (s),,,,not_applicable,arithmetic mean across three models,BOUND/results/paper/paper_raw_data.md,Cost/Self-Refinement/Loc. time (s),numeric inputs are preserved in paper_raw_data.md; per-run log provenance remains incomplete
tab:cost_bound,all|Self-Refinement|mean|Edit time (s),all,Self-Refinement,mean,Edit time (s),,,,not_applicable,arithmetic mean across three models,BOUND/results/paper/paper_raw_data.md,Cost/Self-Refinement/Edit time (s),numeric inputs are preserved in paper_raw_data.md; per-run log provenance remains incomplete
tab:cost_bound,all|Self-Refinement|mean|Test time (s),all,Self-Refinement,mean,Test time (s),25.12,25.12333333,0.003333333333,match,arithmetic mean across three models,BOUND/results/paper/paper_raw_data.md,Cost/Self-Refinement/Test time (s),numeric inputs are preserved in paper_raw_data.md; per-run log provenance remains incomplete
tab:cost_bound,all|Self-Refinement|mean|Artifact size,all,Self-Refinement,mean,Artifact size,,,,not_applicable,arithmetic mean across three models,BOUND/results/paper/paper_raw_data.md,Cost/Self-Refinement/Artifact size (NA),unit=NA; numeric inputs are preserved in paper_raw_data.md
tab:editing_drop,deepseekcoder|BOUND|HumanEval|pass@1 Orig.,deepseekcoder,BOUND,HumanEval,pass@1 Orig.,68.96,68.96341463,0.003414634146,match,single selected Base run,BOUND/results/paper/humaneval_bound_base/deepseekcoder/Base/summary.json,pass_at_k.pass@1,
tab:editing_drop,deepseekcoder|BOUND|HumanEval|pass@1 Edited,deepseekcoder,BOUND,HumanEval,pass@1 Edited,67.58,67.57621951,0.003780487805,match,arithmetic mean of one selected run per fold,BOUND/results/paper/humaneval_bound_base/deepseekcoder/fold_A/BOUND/run_01/summary.json;BOUND/results/paper/humaneval_bound_base/deepseekcoder/fold_B/BOUND/run_01/summary.json;BOUND/results/paper/humaneval_bound_base/deepseekcoder/fold_C/BOUND/run_02/summary.json;BOUND/results/paper/humaneval_bound_base/deepseekcoder/fold_D/BOUND/run_02/summary.json,pass_at_k.pass@1,
tab:editing_drop,deepseekcoder|BOUND|HumanEval|pass@1 Delta,deepseekcoder,BOUND,HumanEval,pass@1 Delta,-1.38,-1.38,4.440892099e-15,match,displayed Edited minus displayed Orig.,BOUND/results/paper/humaneval_bound_base/deepseekcoder/Base/summary.json;BOUND/results/paper/humaneval_bound_base/deepseekcoder/fold_A/BOUND/run_01/summary.json;BOUND/results/paper/humaneval_bound_base/deepseekcoder/fold_B/BOUND/run_01/summary.json;BOUND/results/paper/humaneval_bound_base/deepseekcoder/fold_C/BOUND/run_02/summary.json;BOUND/results/paper/humaneval_bound_base/deepseekcoder/fold_D/BOUND/run_02/summary.json,pass_at_k.pass@1,
tab:editing_drop,deepseekcoder|BOUND|HumanEval|pass@10 Orig.,deepseekcoder,BOUND,HumanEval,pass@10 Orig.,82.32,82.31707317,0.002926829268,match,single selected Base run,BOUND/results/paper/humaneval_bound_base/deepseekcoder/Base/summary.json,pass_at_k.pass@10,
tab:editing_drop,deepseekcoder|BOUND|HumanEval|pass@10 Edited,deepseekcoder,BOUND,HumanEval,pass@10 Edited,83.39,83.38414634,0.005853658537,rounding_only,arithmetic mean of one selected run per fold,BOUND/results/paper/humaneval_bound_base/deepseekcoder/fold_A/BOUND/run_01/summary.json;BOUND/results/paper/humaneval_bound_base/deepseekcoder/fold_B/BOUND/run_01/summary.json;BOUND/results/paper/humaneval_bound_base/deepseekcoder/fold_C/BOUND/run_02/summary.json;BOUND/results/paper/humaneval_bound_base/deepseekcoder/fold_D/BOUND/run_02/summary.json,pass_at_k.pass@10,
tab:editing_drop,deepseekcoder|BOUND|HumanEval|pass@10 Delta,deepseekcoder,BOUND,HumanEval,pass@10 Delta,1.07,1.06,0.01,rounding_only,displayed Edited minus displayed Orig.,BOUND/results/paper/humaneval_bound_base/deepseekcoder/Base/summary.json;BOUND/results/paper/humaneval_bound_base/deepseekcoder/fold_A/BOUND/run_01/summary.json;BOUND/results/paper/humaneval_bound_base/deepseekcoder/fold_B/BOUND/run_01/summary.json;BOUND/results/paper/humaneval_bound_base/deepseekcoder/fold_C/BOUND/run_02/summary.json;BOUND/results/paper/humaneval_bound_base/deepseekcoder/fold_D/BOUND/run_02/summary.json,pass_at_k.pass@10,
tab:editing_drop,qwen3|BOUND|HumanEval|pass@1 Orig.,qwen3,BOUND,HumanEval,pass@1 Orig.,23.29,23.29268293,0.002682926829,match,single selected Base run,BOUND/results/paper/humaneval_bound_base/qwen3/Base/run_06/summary.json,pass_at_k.pass@1,
tab:editing_drop,qwen3|BOUND|HumanEval|pass@1 Edited,qwen3,BOUND,HumanEval,pass@1 Edited,21.93,21.93597561,0.005975609756,rounding_only,arithmetic mean of one selected run per fold,BOUND/results/paper/humaneval_bound_base/qwen3/fold_A/BOUND/run_05/summary.json;BOUND/results/paper/humaneval_bound_base/qwen3/fold_B/BOUND/run_04/summary.json;BOUND/results/paper/humaneval_bound_base/qwen3/fold_C/BOUND/run_04/summary.json;BOUND/results/paper/humaneval_bound_base/qwen3/fold_D/BOUND/run_01/summary.json,pass_at_k.pass@1,
tab:editing_drop,qwen3|BOUND|HumanEval|pass@1 Delta,qwen3,BOUND,HumanEval,pass@1 Delta,-1.36,-1.35,0.01,rounding_only,displayed Edited minus displayed Orig.,BOUND/results/paper/humaneval_bound_base/qwen3/Base/run_06/summary.json;BOUND/results/paper/humaneval_bound_base/qwen3/fold_A/BOUND/run_05/summary.json;BOUND/results/paper/humaneval_bound_base/qwen3/fold_B/BOUND/run_04/summary.json;BOUND/results/paper/humaneval_bound_base/qwen3/fold_C/BOUND/run_04/summary.json;BOUND/results/paper/humaneval_bound_base/qwen3/fold_D/BOUND/run_01/summary.json,pass_at_k.pass@1,
tab:editing_drop,qwen3|BOUND|HumanEval|pass@10 Orig.,qwen3,BOUND,HumanEval,pass@10 Orig.,51.83,51.82926829,0.0007317073171,match,single selected Base run,BOUND/results/paper/humaneval_bound_base/qwen3/Base/run_06/summary.json,pass_at_k.pass@10,
tab:editing_drop,qwen3|BOUND|HumanEval|pass@10 Edited,qwen3,BOUND,HumanEval,pass@10 Edited,50.91,50.91463415,0.004634146341,match,arithmetic mean of one selected run per fold,BOUND/results/paper/humaneval_bound_base/qwen3/fold_A/BOUND/run_05/summary.json;BOUND/results/paper/humaneval_bound_base/qwen3/fold_B/BOUND/run_04/summary.json;BOUND/results/paper/humaneval_bound_base/qwen3/fold_C/BOUND/run_04/summary.json;BOUND/results/paper/humaneval_bound_base/qwen3/fold_D/BOUND/run_01/summary.json,pass_at_k.pass@10,
tab:editing_drop,qwen3|BOUND|HumanEval|pass@10 Delta,qwen3,BOUND,HumanEval,pass@10 Delta,-0.92,-0.92,1.665334537e-15,match,displayed Edited minus displayed Orig.,BOUND/results/paper/humaneval_bound_base/qwen3/Base/run_06/summary.json;BOUND/results/paper/humaneval_bound_base/qwen3/fold_A/BOUND/run_05/summary.json;BOUND/results/paper/humaneval_bound_base/qwen3/fold_B/BOUND/run_04/summary.json;BOUND/results/paper/humaneval_bound_base/qwen3/fold_C/BOUND/run_04/summary.json;BOUND/results/paper/humaneval_bound_base/qwen3/fold_D/BOUND/run_01/summary.json,pass_at_k.pass@10,
tab:editing_drop,llama3.1|BOUND|HumanEval|pass@1 Orig.,llama3.1,BOUND,HumanEval,pass@1 Orig.,41.52,41.52439024,0.004390243902,match,single selected Base run,BOUND/results/paper/humaneval_bound_base/llama3.1/Base/summary.json,pass_at_k.pass@1,
tab:editing_drop,llama3.1|BOUND|HumanEval|pass@1 Edited,llama3.1,BOUND,HumanEval,pass@1 Edited,42.12,42.11890244,0.001097560976,match,arithmetic mean of one selected run per fold,BOUND/results/paper/humaneval_bound_base/llama3.1/fold_A/BOUND/run_01/summary.json;BOUND/results/paper/humaneval_bound_base/llama3.1/fold_B/BOUND/run_02/summary.json;BOUND/results/paper/humaneval_bound_base/llama3.1/fold_C/BOUND/run_02/summary.json;BOUND/results/paper/humaneval_bound_base/llama3.1/fold_D/BOUND/run_04/summary.json,pass_at_k.pass@1,
tab:editing_drop,llama3.1|BOUND|HumanEval|pass@1 Delta,llama3.1,BOUND,HumanEval,pass@1 Delta,0.6,0.6,5.662137426e-15,match,displayed Edited minus displayed Orig.,BOUND/results/paper/humaneval_bound_base/llama3.1/Base/summary.json;BOUND/results/paper/humaneval_bound_base/llama3.1/fold_A/BOUND/run_01/summary.json;BOUND/results/paper/humaneval_bound_base/llama3.1/fold_B/BOUND/run_02/summary.json;BOUND/results/paper/humaneval_bound_base/llama3.1/fold_C/BOUND/run_02/summary.json;BOUND/results/paper/humaneval_bound_base/llama3.1/fold_D/BOUND/run_04/summary.json,pass_at_k.pass@1,
tab:editing_drop,llama3.1|BOUND|HumanEval|pass@10 Orig.,llama3.1,BOUND,HumanEval,pass@10 Orig.,69.51,69.51219512,0.002195121951,match,single selected Base run,BOUND/results/paper/humaneval_bound_base/llama3.1/Base/summary.json,pass_at_k.pass@10,
tab:editing_drop,llama3.1|BOUND|HumanEval|pass@10 Edited,llama3.1,BOUND,HumanEval,pass@10 Edited,69.66,69.66463415,0.004634146341,match,arithmetic mean of one selected run per fold,BOUND/results/paper/humaneval_bound_base/llama3.1/fold_A/BOUND/run_01/summary.json;BOUND/results/paper/humaneval_bound_base/llama3.1/fold_B/BOUND/run_02/summary.json;BOUND/results/paper/humaneval_bound_base/llama3.1/fold_C/BOUND/run_02/summary.json;BOUND/results/paper/humaneval_bound_base/llama3.1/fold_D/BOUND/run_04/summary.json,pass_at_k.pass@10,
tab:editing_drop,llama3.1|BOUND|HumanEval|pass@10 Delta,llama3.1,BOUND,HumanEval,pass@10 Delta,0.15,0.15,8.520961714e-15,match,displayed Edited minus displayed Orig.,BOUND/results/paper/humaneval_bound_base/llama3.1/Base/summary.json;BOUND/results/paper/humaneval_bound_base/llama3.1/fold_A/BOUND/run_01/summary.json;BOUND/results/paper/humaneval_bound_base/llama3.1/fold_B/BOUND/run_02/summary.json;BOUND/results/paper/humaneval_bound_base/llama3.1/fold_C/BOUND/run_02/summary.json;BOUND/results/paper/humaneval_bound_base/llama3.1/fold_D/BOUND/run_04/summary.json,pass_at_k.pass@10,
